Age,Weight,Activity Level,Daily Routines,Water Intake (ml),User_ID,Wake_Time,Bedtime,Meal_1,Meal_2,Meal_3,Activity_Level,Weather_Condition
56,80.52,sedentary,When quality drive.,2657.16,3ee7dc81-8138-47c3-ae49-e75e20de6339,07:53:47,23:53:47,Breakfast,Lunch,Dinner,Active,Cold
44,67.53,moderate,Letter pull wall these.,2633.67,04dfe4fa-6bb3-4456-9afb-b00fec7823a0,08:00:41,00:00:41,Breakfast,Lunch,Dinner,Sedentary,Hot
26,69.35,sedentary,Ground college remain Republican onto.,2149.85,7da9b203-98ab-4935-bfce-af03046cb9e2,08:19:19,00:19:19,Breakfast,Lunch,Dinner,Sedentary,Hot
32,78.07,moderate,American character itself ground final medical.,3044.73,356ff3f4-e970-49ae-bdda-a271fbb5553f,08:03:38,00:03:38,Breakfast,Lunch,Dinner,Active,Moderate
32,78.41,moderate,Send anyone left wide success break perhaps.,3057.99,5c3c6cfc-d8e3-4dd7-83cf-77edf69110d2,07:23:30,23:23:30,Breakfast,Lunch,Dinner,Active,Hot
43,69.62,sedentary,Account responsibility child explain.,2158.2200000000003,35b95d56-0b5b-4d28-9044-9c6cd80ba83d,07:12:44,23:12:44,Breakfast,Lunch,Dinner,Active,Moderate
59,65.57,active,Cause team national environmental poor election.,2622.8,94571479-68a6-449b-adc9-eee493362d2c,08:21:41,00:21:41,Breakfast,Lunch,Dinner,Sedentary,Moderate
30,70.83,sedentary,About improve family particular pressure west.,2337.39,eaf66f45-a18a-42ac-9360-63d02fb390a1,06:52:46,22:52:46,Breakfast,Lunch,Dinner,Active,Moderate
68,68.09,sedentary,Nearly list production hit all pretty third.,2110.79,f4499bfc-7f04-4691-ae32-b3a66261a006,08:23:10,00:23:10,Breakfast,Lunch,Dinner,Active,Hot
49,73.13,moderate,Raise suffer rate agree game fall.,2705.81,d27d1b1b-d765-4faf-8bf8-338db0792ac8,08:25:43,00:25:43,Breakfast,Lunch,Dinner,Active,Cold
56,58.06,moderate,Certain check western ability forget.,2032.1,78fa3366-e352-4b1c-970e-946438b8e480,08:11:32,00:11:32,Breakfast,Lunch,Dinner,Sedentary,Cold
66,72.77,moderate,Still many especially there.,2692.49,63085f26-83bc-496a-9ffc-c3398f84a1a5,06:03:18,22:03:18,Breakfast,Lunch,Dinner,Moderate,Cold
69,62.82,moderate,Body southern see rate little seat black.,2198.7,1dd4a814-689d-4638-b4ba-3dbbfb7a4faa,06:24:55,22:24:55,Breakfast,Lunch,Dinner,Active,Hot
49,79.06,active,View size across kitchen simply organization sing perform.,3399.58,0452d0bb-e51e-40dd-bc20-958b1217ed81,07:43:07,23:43:07,Breakfast,Lunch,Dinner,Active,Moderate
21,63.28,active,Candidate baby national dark week.,2721.04,373659a0-ffa5-4cd2-b103-baab28ed6a7b,06:21:35,22:21:35,Breakfast,Lunch,Dinner,Moderate,Moderate
47,63.45,active,Growth issue season public.,2791.8,86460cdd-0425-405a-ab60-4ee0b8034003,07:15:28,23:15:28,Breakfast,Lunch,Dinner,Active,Cold
54,74.45,moderate,Tell seem reason doctor movement myself carry.,2754.65,e413fe40-99f2-486a-a969-d67d11d60470,06:26:15,22:26:15,Breakfast,Lunch,Dinner,Active,Moderate
40,70.14,moderate,Every history free war behind become.,2454.9,30d40d19-3fce-4f31-9fdd-ded50107516a,06:04:23,22:04:23,Breakfast,Lunch,Dinner,Sedentary,Hot
56,92.77,moderate,Sea support with us PM.,3525.26,186307c5-c65d-4164-8a4b-70a76a7d6a67,08:36:49,00:36:49,Breakfast,Lunch,Dinner,Sedentary,Hot
62,53.71,active,State film quite test page positive.,2202.11,f85085a9-c61b-45f6-842a-bee3ddd4555a,08:35:06,00:35:06,Breakfast,Lunch,Dinner,Moderate,Cold
32,71.1,moderate,Really enough heavy body speech than government.,2701.8,6ac207f9-80b1-49ee-82fa-fb3aaa8ec93a,08:49:13,00:49:13,Breakfast,Lunch,Dinner,Moderate,Hot
60,81.3,sedentary,Wind nothing home challenge least.,2520.3,bb6d71dc-61db-427f-9a37-950290c3d08e,07:57:18,23:57:18,Breakfast,Lunch,Dinner,Active,Cold
46,64.22,sedentary,Word cut city minute.,1926.6,4398f3d1-907a-42b2-b5c3-dc971196626f,07:01:20,23:01:20,Breakfast,Lunch,Dinner,Moderate,Moderate
53,60.89,moderate,Use home recognize because ball simply box.,2313.82,266084ec-5082-4fa8-9db1-6df70b2eb4fd,08:02:23,00:02:23,Breakfast,Lunch,Dinner,Sedentary,Cold
30,61.29,sedentary,Cup choice but ok rich blue.,2022.57,33ceab6b-d71b-4e87-95c9-144fa1ec45dc,08:51:20,00:51:20,Breakfast,Lunch,Dinner,Moderate,Hot
49,53.88,sedentary,Experience town rise PM available.,1616.4,beb280b5-e2d9-4458-ac5a-4d687633b4e2,08:25:18,00:25:18,Breakfast,Lunch,Dinner,Sedentary,Hot
24,83.5,active,Down upon who fact.,3590.5,667ec76b-e9ba-46e6-94a9-edd706336be1,06:46:30,22:46:30,Breakfast,Lunch,Dinner,Active,Hot
68,66.7,moderate,Candidate enter middle.,2401.2000000000003,c8a35fbc-b654-4fdd-bf5c-31f11186b83d,07:28:19,23:28:19,Breakfast,Lunch,Dinner,Sedentary,Moderate
39,65.52,moderate,Risk environment likely.,2489.76,d1bd5d90-5a2a-4841-9929-5154d5e2503b,07:14:11,23:14:11,Breakfast,Lunch,Dinner,Sedentary,Moderate
45,48.76,active,No leg notice guy bar cut item.,2047.92,9e774edf-e92e-483f-8006-429ee50becb1,08:22:00,00:22:00,Breakfast,Lunch,Dinner,Sedentary,Cold
19,55.66,sedentary,Usually stand order increase peace cell different.,1892.44,049a6be8-e414-439f-aa96-792f4f88683e,06:53:46,22:53:46,Breakfast,Lunch,Dinner,Sedentary,Cold
59,84.65,sedentary,Majority factor market trial number then.,2624.15,9d6169a6-9e24-45d4-94a4-e3dd1c68a7a5,06:37:22,22:37:22,Breakfast,Lunch,Dinner,Moderate,Cold
62,73.03,moderate,Research together our bit the table.,2702.11,88cfe19b-f072-47c9-bdac-6753cc24d3bc,07:50:40,23:50:40,Breakfast,Lunch,Dinner,Moderate,Moderate
70,81.67,sedentary,Think region miss resource.,2450.1,eb885210-e291-4631-bb0a-bb9f6268fbc6,08:13:24,00:13:24,Breakfast,Lunch,Dinner,Active,Hot
23,80.4,active,Start their today indeed.,3296.4,f777be01-c7b2-4c37-a739-d978d1b32d2a,06:02:14,22:02:14,Breakfast,Lunch,Dinner,Active,Moderate
45,59.99,active,These important event single bill stuff.,2639.56,130e89b5-d8b6-4d75-9bdd-742fcdde7e96,06:53:57,22:53:57,Breakfast,Lunch,Dinner,Moderate,Moderate
45,94.3,moderate,News similar yourself address.,3677.7,9a127978-df0a-478f-9012-9a52523700b8,08:59:34,00:59:34,Breakfast,Lunch,Dinner,Sedentary,Hot
61,89.5,active,Energy truth usually check take authority.,3580.0,4d1925eb-34d8-4fe7-bc1b-f41880546480,06:07:29,22:07:29,Breakfast,Lunch,Dinner,Active,Moderate
61,64.36,active,Institution such attorney open democratic perform education line.,2574.4,1314baea-1658-4135-a804-ab3abd320f73,08:43:59,00:43:59,Breakfast,Lunch,Dinner,Moderate,Hot
37,34.32,moderate,Full claim raise number.,1235.52,4a1ecc08-9adc-4688-912e-4b8cd8a9b749,06:59:35,22:59:35,Breakfast,Lunch,Dinner,Moderate,Moderate
47,66.43,active,Mention technology relationship.,2856.49,66781003-fc00-47b6-af4f-1511751f81f5,08:18:28,00:18:28,Breakfast,Lunch,Dinner,Active,Moderate
28,72.38,active,Reflect dog until certain firm pull really.,2895.2,ce8a5a14-3f9c-4a63-abb0-25e05822d885,07:42:52,23:42:52,Breakfast,Lunch,Dinner,Active,Cold
45,64.32,active,Sort allow soon painting we.,2765.76,cc8dc3c2-f850-4da7-92db-9694153b24e2,08:01:30,00:01:30,Breakfast,Lunch,Dinner,Sedentary,Moderate
42,67.78,sedentary,Wind simple all letter policy benefit day.,2168.96,207a7214-a4cf-4823-897b-f8fcfa5ce4ef,08:42:33,00:42:33,Breakfast,Lunch,Dinner,Moderate,Cold
56,61.71,moderate,President write figure free officer.,2406.69,01d67f0d-d904-4d78-a4da-d5e081008611,06:17:45,22:17:45,Breakfast,Lunch,Dinner,Active,Moderate
50,79.22,moderate,Live rock three worker night computer contain.,3010.36,e36dbdaa-6cfc-4120-9f2d-913ecf9d3567,08:17:15,00:17:15,Breakfast,Lunch,Dinner,Moderate,Hot
18,70.64,moderate,Threat series success share student chance responsibility.,2754.96,58d8e4e2-cd32-46a3-b4e9-509d5f7485ae,08:42:22,00:42:22,Breakfast,Lunch,Dinner,Active,Hot
44,79.52,sedentary,Size whatever side too set difference.,2624.16,60af294e-a721-486d-b2a4-e2a6ce199892,08:00:28,00:00:28,Breakfast,Lunch,Dinner,Active,Hot
69,82.22,sedentary,Former truth major main.,2631.04,b66cf7a9-fe98-42e6-8a7d-8bb336c92556,06:24:23,22:24:23,Breakfast,Lunch,Dinner,Moderate,Cold
30,48.26,moderate,Daughter phone company education.,1689.1,14fd0af5-4a50-4582-bb3d-9eb750e07853,08:21:19,00:21:19,Breakfast,Lunch,Dinner,Active,Hot
58,62.29,sedentary,Fall arrive dinner establish affect black time.,1993.28,0ca20925-3d34-40a1-be52-b7f9c31b65e3,06:59:20,22:59:20,Breakfast,Lunch,Dinner,Moderate,Moderate
20,63.76,moderate,Lead view here family.,2231.6,ecc05170-e445-4224-80f5-31e5146e9b37,08:26:28,00:26:28,Breakfast,Lunch,Dinner,Moderate,Moderate
56,95.71,sedentary,Back physical four campaign officer without.,2871.3,fbd3fd1c-c040-47f2-9f16-49bd2b933135,07:05:52,23:05:52,Breakfast,Lunch,Dinner,Sedentary,Hot
23,71.49,active,Mind present new.,3145.56,eb905bfa-1401-4463-a4c2-e968c7588abc,07:53:09,23:53:09,Breakfast,Lunch,Dinner,Moderate,Hot
25,78.13,active,Role knowledge goal laugh group.,3281.46,09f67912-bd76-4d0b-bcf1-9c249fd9824a,08:23:44,00:23:44,Breakfast,Lunch,Dinner,Moderate,Cold
44,51.19,moderate,College popular include green hold give pay.,1945.22,e9594b80-2002-46d5-8612-4e3947628ad0,07:18:55,23:18:55,Breakfast,Lunch,Dinner,Moderate,Moderate
26,71.43,sedentary,Wife standard sense who.,2285.76,b578f0af-5e47-45f1-8358-b01211b74d87,07:56:02,23:56:02,Breakfast,Lunch,Dinner,Moderate,Moderate
54,79.78,sedentary,Important gas country attack perhaps appear.,2712.52,1d307ebe-974e-4021-8271-859fc94ba6ad,07:52:59,23:52:59,Breakfast,Lunch,Dinner,Sedentary,Cold
50,78.62,active,Often beautiful teacher operation let a represent those.,3144.8,62315bbc-d364-4bdf-8ce7-8702012fb7e0,07:45:09,23:45:09,Breakfast,Lunch,Dinner,Active,Hot
68,76.23,active,Her value evening generation station.,3354.1200000000003,0f252ba7-cdae-49fb-8df9-298589ee5766,08:37:01,00:37:01,Breakfast,Lunch,Dinner,Sedentary,Moderate
59,70.13,sedentary,Manager space court win trade.,2174.03,11438ce0-6628-4605-88c2-61f8e478753a,07:14:21,23:14:21,Breakfast,Lunch,Dinner,Moderate,Hot
61,70.62,sedentary,Spend determine maintain remain until.,2189.2200000000003,2d7b6b8b-4bcd-4f57-9070-2c66192e35c6,08:26:50,00:26:50,Breakfast,Lunch,Dinner,Moderate,Moderate
41,53.07,sedentary,Truth weight cause phone.,1751.31,660dffe5-53f1-4201-894c-13bd495c83c0,06:42:34,22:42:34,Breakfast,Lunch,Dinner,Active,Hot
32,60.99,sedentary,Each outside still determine.,2073.66,38468ce7-709f-419f-b3b2-652426db502e,07:53:02,23:53:02,Breakfast,Lunch,Dinner,Moderate,Hot
49,72.31,sedentary,Experience different those arrive.,2386.23,baad6e81-8aae-49e5-81a2-f6697798eb6f,08:18:36,00:18:36,Breakfast,Lunch,Dinner,Sedentary,Hot
49,62.84,sedentary,Lot fact every evening as nothing.,2073.7200000000003,4cb1fc98-9801-4ef4-958b-143ed3369c1b,08:37:19,00:37:19,Breakfast,Lunch,Dinner,Active,Cold
41,76.89,moderate,Deal ever black assume clear crime together.,2768.04,cae86e7f-624a-4104-89bd-6c5ab09a146e,08:33:16,00:33:16,Breakfast,Lunch,Dinner,Active,Cold
58,74.67,sedentary,Realize model song break red perform.,2464.11,d533eb7a-529f-464c-8fcb-a6f9c8d28940,06:01:59,22:01:59,Breakfast,Lunch,Dinner,Moderate,Hot
69,83.67,active,Range in energy live position.,3430.4700000000003,63400dcf-7ff8-4b8d-ae25-c221baf6cb15,08:30:16,00:30:16,Breakfast,Lunch,Dinner,Moderate,Cold
66,79.58,moderate,Space soon upon test phone bad.,2785.3,9f0de49e-047e-46af-9f49-205112cff9a3,08:58:13,00:58:13,Breakfast,Lunch,Dinner,Active,Cold
66,72.27,sedentary,Spring amount hospital happen positive management.,2457.18,5606c540-f200-4dc8-8ce1-dc60fc48023c,07:31:33,23:31:33,Breakfast,Lunch,Dinner,Active,Moderate
69,77.48,active,Campaign imagine form reach.,3331.6400000000003,84f52723-c71d-4ac2-87c5-267a6905c245,08:49:01,00:49:01,Breakfast,Lunch,Dinner,Active,Hot
29,80.05,moderate,Build rule two the.,2881.8,8d0efa6b-22a8-4596-a708-50bb2f629a8d,08:36:18,00:36:18,Breakfast,Lunch,Dinner,Active,Hot
56,64.93,active,Between also hair customer loss save.,2727.0600000000004,b9811ee7-8441-4838-8c79-a78257af57a7,07:52:19,23:52:19,Breakfast,Lunch,Dinner,Active,Hot
19,66.71,sedentary,Result hundred low soon.,2201.43,beeca14b-0221-4600-8c4d-4754b64c1417,07:52:50,23:52:50,Breakfast,Lunch,Dinner,Sedentary,Cold
20,69.03,sedentary,Allow describe day shake.,2070.9,c602fab2-3435-4283-8c9f-9fc2bdf31605,08:12:40,00:12:40,Breakfast,Lunch,Dinner,Active,Cold
66,65.24,sedentary,Realize one close another black follow.,1957.2,365176d9-abbe-4a03-ac58-7526b2fb2e91,08:41:34,00:41:34,Breakfast,Lunch,Dinner,Sedentary,Moderate
54,80.16,sedentary,Actually fear become choose.,2565.12,db479c52-3718-4b09-80b6-ac4755c4cb06,06:54:42,22:54:42,Breakfast,Lunch,Dinner,Moderate,Hot
66,63.73,moderate,Price story company born security newspaper.,2294.28,3dd2a285-0735-46fd-b3b2-b8cb104ce76b,06:38:47,22:38:47,Breakfast,Lunch,Dinner,Sedentary,Hot
34,82.52,moderate,Message treat audience dinner candidate already language.,3135.76,617ea10d-4478-4175-8494-658cdace9646,08:51:13,00:51:13,Breakfast,Lunch,Dinner,Sedentary,Hot
66,66.33,active,Movement by blood teacher three cold.,2719.53,c8582c76-8cd1-4f2d-9fcf-e526d5c4a042,08:54:06,00:54:06,Breakfast,Lunch,Dinner,Sedentary,Cold
19,74.72,sedentary,World chance clear ok.,2241.6,c49c4115-d2b5-4954-abdb-88fa77e26f97,06:20:20,22:20:20,Breakfast,Lunch,Dinner,Active,Moderate
19,71.66,active,Join can question position source fight.,2938.06,c05f9a91-dd51-4954-936e-7a16fabf0e9c,06:33:50,22:33:50,Breakfast,Lunch,Dinner,Sedentary,Hot
45,60.24,moderate,Order toward radio about.,2108.4,4edef025-78ff-446b-9eb1-ac2adc91162f,07:15:03,23:15:03,Breakfast,Lunch,Dinner,Moderate,Moderate
40,69.8,sedentary,Single would on leader grow meeting.,2163.8,9007742b-58e4-4523-8ccd-3638caf09bb9,06:02:11,22:02:11,Breakfast,Lunch,Dinner,Moderate,Hot
54,73.34,sedentary,Material game member himself office party.,2346.88,6a18e24a-81bb-4dc0-b853-856ba7ddc44f,07:53:56,23:53:56,Breakfast,Lunch,Dinner,Sedentary,Moderate
49,69.36,moderate,Carry senior see I exist weight.,2705.04,4c5f6af4-fa61-4b3c-a7ff-8fa488dc409f,08:25:00,00:25:00,Breakfast,Lunch,Dinner,Active,Hot
50,56.57,moderate,Staff school of.,2093.09,b95d3eb4-ba77-4a16-aebe-fd94303144db,08:12:51,00:12:51,Breakfast,Lunch,Dinner,Sedentary,Moderate
18,87.01,moderate,Clearly international poor her poor may participant.,3219.3700000000003,cb8e4669-8558-47a7-8fe1-d0625eae353f,08:52:24,00:52:24,Breakfast,Lunch,Dinner,Active,Hot
36,70.88,moderate,Talk expect where job wall attack.,2764.32,a54f18ea-ad83-46ad-a3db-f4834182c48f,07:09:21,23:09:21,Breakfast,Lunch,Dinner,Sedentary,Moderate
19,62.06,moderate,Require another sign.,2420.34,9eb41d7d-75a6-4426-980b-6abdae40be93,08:25:46,00:25:46,Breakfast,Lunch,Dinner,Moderate,Hot
70,86.21,sedentary,Light couple modern prevent different.,2844.93,0f4691d6-b7b6-41ca-9223-c2b5c607e46e,08:19:33,00:19:33,Breakfast,Lunch,Dinner,Sedentary,Hot
61,76.17,moderate,Tax kind factor several.,2894.46,de15e26d-d225-4793-ac27-eeb7dae48c5b,07:14:47,23:14:47,Breakfast,Lunch,Dinner,Active,Cold
43,58.0,sedentary,Shoulder how experience relate.,1856.0,c656aabb-3ef3-4278-8f11-91a119b29949,06:22:26,22:22:26,Breakfast,Lunch,Dinner,Moderate,Cold
49,59.56,sedentary,Quite spring change sure return weight.,1905.92,e41ed932-28c7-40fd-9446-a2c639bfa23f,06:54:42,22:54:42,Breakfast,Lunch,Dinner,Sedentary,Cold
23,67.78,moderate,Wear newspaper pull country itself shoulder over.,2372.3,487a0380-eb1f-469f-8431-caa78f3252ea,06:51:06,22:51:06,Breakfast,Lunch,Dinner,Active,Moderate
49,72.97,moderate,Perform baby because foreign event fire.,2553.95,07b3004e-def9-4baf-b3a1-db02f279394c,06:30:08,22:30:08,Breakfast,Lunch,Dinner,Moderate,Hot
21,76.23,sedentary,Thus consider interview to where.,2515.59,b59b7719-6bab-4a65-bccf-e5d1e6fa25bf,07:00:14,23:00:14,Breakfast,Lunch,Dinner,Active,Hot
28,79.5,moderate,Raise book push whose.,3021.0,62c88849-99b3-4ca7-ba17-5b2d9a9b88be,06:22:20,22:22:20,Breakfast,Lunch,Dinner,Moderate,Hot
34,75.4,moderate,Peace for professor poor.,2639.0,c5667cb5-6c0f-4626-81ff-ed5e82ccbd55,08:22:15,00:22:15,Breakfast,Lunch,Dinner,Active,Hot
55,83.47,moderate,Base miss the us hit hour question.,2921.45,be9b3da3-6096-4953-b067-6cf2be900bc4,07:55:50,23:55:50,Breakfast,Lunch,Dinner,Sedentary,Moderate
41,71.27,active,Fear situation raise fast join hard.,2922.07,578f9785-4d37-4b97-b52b-bea89c12900d,06:03:50,22:03:50,Breakfast,Lunch,Dinner,Active,Hot
22,62.4,sedentary,Return rate court argue chance myself Congress.,1934.4,a4321928-be02-4d54-8ba6-a081ea223241,06:23:30,22:23:30,Breakfast,Lunch,Dinner,Moderate,Cold
69,69.97,active,Economy build bring say.,2798.8,2090b3aa-2ecb-4dd6-8a09-0630376611be,07:54:39,23:54:39,Breakfast,Lunch,Dinner,Sedentary,Cold
51,69.31,moderate,Hand analysis item attorney quite.,2495.16,70b33e83-f57b-4678-bf08-57dd3310a900,06:33:59,22:33:59,Breakfast,Lunch,Dinner,Moderate,Cold
23,44.22,active,Something dark service keep.,1945.68,095ffc35-e832-4e60-8fad-acb6f336b59a,06:02:12,22:02:12,Breakfast,Lunch,Dinner,Moderate,Cold
39,64.39,moderate,Effort something dinner operation save himself young.,2446.82,388b6d0d-fe15-45bb-a1c0-a4037de89b06,06:50:45,22:50:45,Breakfast,Lunch,Dinner,Active,Cold
28,73.14,active,Nor son image get.,3145.02,745b6746-1f52-4f1a-b76d-2d38c58b1c60,08:51:49,00:51:49,Breakfast,Lunch,Dinner,Active,Hot
65,65.76,moderate,Statement practice market crime bag point culture better.,2301.6000000000004,bc1639cc-b268-4462-9d70-88e0d8326364,06:36:59,22:36:59,Breakfast,Lunch,Dinner,Moderate,Cold
33,63.54,active,Determine billion condition worry mean job condition watch.,2668.68,4e5a9f2c-729a-40c7-a162-674ca63ca23b,08:21:41,00:21:41,Breakfast,Lunch,Dinner,Sedentary,Moderate
50,79.11,active,Might recognize example item simply within tonight instead.,3164.4,7e0bb0b3-0bc8-47f5-bb03-6778e1bd88e2,07:59:24,23:59:24,Breakfast,Lunch,Dinner,Moderate,Cold
26,60.83,active,Level debate note although.,2494.03,e3b0c6df-39d8-425d-b596-020abd8ae85b,08:57:13,00:57:13,Breakfast,Lunch,Dinner,Moderate,Cold
23,77.12,sedentary,Soon card then cell than.,2467.84,328d8d57-d133-4035-b722-8fda310d7b83,06:15:30,22:15:30,Breakfast,Lunch,Dinner,Sedentary,Cold
33,56.67,active,Special maintain cultural most sound public decide.,2323.4700000000003,a8d985eb-33e6-4b0a-ac1e-ba11c620ab59,08:35:39,00:35:39,Breakfast,Lunch,Dinner,Moderate,Hot
46,97.61,sedentary,During evidence now possible my.,3318.74,5f9e96f5-b8a2-407c-8ce1-8389d877eb1a,07:59:08,23:59:08,Breakfast,Lunch,Dinner,Sedentary,Hot
20,67.84,moderate,Past happen day Mr.,2442.24,43f245f8-13e1-4ac7-8e4b-903f9fcd71eb,08:35:21,00:35:21,Breakfast,Lunch,Dinner,Active,Moderate
37,66.77,active,Energy well response state return explain population.,2937.88,6d8ac0a5-7277-4db6-9a81-7df8aa75393f,08:06:01,00:06:01,Breakfast,Lunch,Dinner,Moderate,Hot
53,81.43,moderate,Computer force hold simply room throw.,3175.7700000000004,6bce66b3-38b8-4c1e-bc14-39fd9415fe1f,06:01:09,22:01:09,Breakfast,Lunch,Dinner,Moderate,Cold
36,65.81,moderate,Cup best your source Congress.,2369.16,5d916535-0875-4faa-ab0e-db9386defdb7,06:20:35,22:20:35,Breakfast,Lunch,Dinner,Sedentary,Cold
43,84.55,active,Admit seven dinner defense east again the.,3466.55,3aa964e7-7c09-4e9c-b49e-bcf2490e8edd,06:52:42,22:52:42,Breakfast,Lunch,Dinner,Active,Cold
20,73.72,sedentary,Form ago administration consider particularly.,2506.48,b52142be-de10-481c-987a-7bae770d63e0,06:54:30,22:54:30,Breakfast,Lunch,Dinner,Moderate,Hot
36,68.82,active,Ground wrong least herself opportunity maintain.,2890.44,4051f1be-713a-4ea5-a043-e787d3fc6055,06:23:51,22:23:51,Breakfast,Lunch,Dinner,Moderate,Hot
37,67.75,moderate,Moment deal among theory fly record great.,2642.25,2a011b5e-ed35-4891-a348-5532931df4fb,06:03:44,22:03:44,Breakfast,Lunch,Dinner,Active,Cold
49,82.08,moderate,Film week old population resource.,3119.04,3f5646a4-c07a-4ff8-b17e-069d8ab484f8,06:23:18,22:23:18,Breakfast,Lunch,Dinner,Moderate,Hot
24,72.3,active,At fly spend doctor anything section seat answer.,3181.2,ddd9d6ad-d784-4ec2-aff4-0268152d5ad8,07:37:09,23:37:09,Breakfast,Lunch,Dinner,Sedentary,Moderate
69,74.32,sedentary,Book family pass miss step thing former.,2378.24,afd692cf-7d4e-4826-9f44-7951b227a906,07:02:32,23:02:32,Breakfast,Lunch,Dinner,Active,Cold
58,75.41,sedentary,Former particularly go discussion meeting let.,2488.53,15f521a4-04d0-4d7a-a8d5-9042510ae272,07:32:10,23:32:10,Breakfast,Lunch,Dinner,Moderate,Cold
50,71.33,moderate,Pretty prevent across although.,2496.55,cf1e4e8e-15d5-4c4c-98c4-e51d9c8888de,07:39:16,23:39:16,Breakfast,Lunch,Dinner,Moderate,Hot
57,75.2,moderate,Him born dinner local fire discussion.,2632.0,b0b8fc81-ed04-4d69-9e1b-5302cf0bf8f3,07:03:54,23:03:54,Breakfast,Lunch,Dinner,Sedentary,Hot
56,68.82,sedentary,College create top suddenly.,2202.24,0ceaf3e6-8103-45dc-9143-b7435366cf1f,06:52:02,22:52:02,Breakfast,Lunch,Dinner,Sedentary,Hot
35,69.5,active,Unit at by already admit former certain song.,3058.0,de35bacc-ce11-441b-ac49-8c75df50a311,07:54:37,23:54:37,Breakfast,Lunch,Dinner,Active,Hot
57,58.81,moderate,Be development direction cell radio hard performance.,2117.16,5aa8fdc0-7504-4881-8355-fdabb6b0b39f,08:48:25,00:48:25,Breakfast,Lunch,Dinner,Active,Moderate
18,72.98,sedentary,Front cultural great government war carry.,2335.36,f611e4d7-a702-4913-85c6-b3aad942b130,06:53:20,22:53:20,Breakfast,Lunch,Dinner,Sedentary,Hot
28,52.8,moderate,Artist culture special question majority.,2006.4,ef98fe21-bdd9-46ff-972c-e8eaa8969dc4,08:01:41,00:01:41,Breakfast,Lunch,Dinner,Sedentary,Hot
45,72.84,active,Contain loss against stock operation though.,3132.1200000000003,70e3f73a-d089-4239-8725-dd2c4878d1de,06:44:21,22:44:21,Breakfast,Lunch,Dinner,Active,Cold
42,67.19,sedentary,Identify individual whom tonight since send when agency.,2015.7,090386ea-92f4-4982-bcdb-72a4e4a284bf,07:17:46,23:17:46,Breakfast,Lunch,Dinner,Active,Moderate
67,73.75,moderate,Approach short seat spring mind.,2802.5,66d54a4c-e3a5-48b9-80b8-cd0cbd64c11b,07:50:07,23:50:07,Breakfast,Lunch,Dinner,Active,Cold
40,59.51,active,Most single education perform behavior.,2499.42,47aa6844-c9e5-4fcc-8650-5cc69daa034b,06:26:30,22:26:30,Breakfast,Lunch,Dinner,Sedentary,Hot
48,48.81,moderate,Economy serious happen long enter great week group.,1854.78,234c4e9f-2ab8-4bdb-8871-64063e839849,07:55:46,23:55:46,Breakfast,Lunch,Dinner,Active,Moderate
47,66.49,active,Require believe Democrat walk.,2792.58,cab046e3-025b-414c-aa7b-1a10fdd3e78d,07:26:18,23:26:18,Breakfast,Lunch,Dinner,Active,Hot
59,59.54,active,Daughter investment fast husband.,2441.14,e5440805-c83c-4cc4-8b30-8d85b8e472dd,06:02:28,22:02:28,Breakfast,Lunch,Dinner,Sedentary,Moderate
52,52.19,sedentary,Huge science evening already.,1565.6999999999998,865a97cb-f2db-4d83-821e-f6356b3bedaa,08:40:14,00:40:14,Breakfast,Lunch,Dinner,Sedentary,Cold
24,77.68,active,Bad reality edge free among every keep.,3340.24,7783a9d0-6cd0-4802-a7dd-d325a0ae1e18,06:21:03,22:21:03,Breakfast,Lunch,Dinner,Sedentary,Cold
33,86.01,moderate,Several soldier eight.,3182.3700000000003,210b9057-2d8c-4b8f-8f23-732db2d5b688,06:27:18,22:27:18,Breakfast,Lunch,Dinner,Moderate,Cold
43,62.03,active,College evening while.,2729.32,5e4d68d2-b173-44c1-b2ac-9ecd9678cfe8,06:11:20,22:11:20,Breakfast,Lunch,Dinner,Moderate,Hot
65,69.24,active,Safe another difference.,2769.6,4de8097f-fe30-4ea4-9c2c-e12a6300548c,07:04:05,23:04:05,Breakfast,Lunch,Dinner,Moderate,Cold
69,66.92,sedentary,Customer dinner would still produce.,2074.52,3a7016cc-2b48-4e61-aba1-edf71dbf9927,06:20:58,22:20:58,Breakfast,Lunch,Dinner,Moderate,Moderate
66,63.41,active,Hard since side wrong join brother total about.,2663.22,9a846492-0dcf-4009-9c15-e4355491e7fe,07:48:15,23:48:15,Breakfast,Lunch,Dinner,Moderate,Moderate
19,76.64,active,National north play argue indeed democratic reveal.,3142.24,e142cdcb-e9bf-419e-970e-4ea559e14395,07:00:39,23:00:39,Breakfast,Lunch,Dinner,Active,Hot
18,80.1,moderate,Public current next occur common believe.,2883.6,950f45c4-8dfa-4f2d-9b85-5b6819088323,08:49:21,00:49:21,Breakfast,Lunch,Dinner,Active,Cold
65,61.31,sedentary,Network energy sort method parent.,2023.23,574a4bfa-a78e-42a6-9b44-874caf7a286e,06:02:13,22:02:13,Breakfast,Lunch,Dinner,Active,Moderate
29,70.45,sedentary,Himself office always likely.,2324.85,3c280864-45c1-4646-a0a2-97bdb5c9c128,07:10:54,23:10:54,Breakfast,Lunch,Dinner,Active,Hot
